钟灵毓秀 ,Verb-Object
点头哈腰 ,Verb-Object
麻痹大意 ,Verb-Object
歪风邪气 ,Verb-Object
吃里爬外 ,Verb-Object
百折不回 ,Verb-Object
风雨同舟 ,Verb-Object
壁垒森严 ,Verb-Object
交口称赞 ,Verb-Object
莫名其妙  ,Verb-Object
酣畅淋漓 ,Verb-Object
不干不净 ,Verb-Object
谈古论今 ,Verb-Object
古圣先贤 ,Verb-Object
坚壁清野 ,Verb-Object
飘飘欲仙 ,Verb-Object
仪表堂堂 ,Verb-Object
锐不可当 ,Verb-Object
众所周知  ,Verb-Object
女中豪杰 ,Verb-Object
坚贞不渝 ,Verb-Object
解疑释惑 ,Verb-Object
旧话重提 ,Verb-Object
民为邦本 ,Verb-Object
莺飞草长 ,Verb-Object
晨钟暮鼓 ,Verb-Object
洁白无瑕 ,Verb-Object
洞若观火 ,Verb-Object
目不转睛 ,Verb-Object
春和景明 ,Verb-Object
亦庄亦谐 ,Verb-Object
多才多艺 ,Verb-Object
乌七八糟 ,Verb-Object
炮火连天 ,Verb-Object
有条有理 ,Verb-Object
生生死死 ,Verb-Object
八方支援 ,Verb-Object
浅尝辄止 ,Verb-Object
各取所需 ,Verb-Object
尖酸刻薄 ,Verb-Object
冷若冰霜 ,Verb-Object
落花流水 ,Verb-Object
趋炎附势 ,Verb-Object
前赴后继 ,Verb-Object
不绝于耳  ,Verb-Object
狰狞面目 ,Verb-Object
鹬蚌相争 ,Verb-Object
五彩缤纷 ,Verb-Object
秀外慧中 ,Verb-Object
绳之以法  ,Verb-Object
凄风苦雨 ,Verb-Object
震撼人心 ,Verb-Object
阴错阳差 ,Verb-Object
不容分说 ,Verb-Object
宝刀不老 ,Verb-Object
痛哭流涕 ,Verb-Object
杀身之祸 ,Verb-Object
春去秋来 ,Verb-Object
气贯长虹 ,Verb-Object
高谈阔论,Verb-Object
良药苦口 ,Verb-Object
有血有肉 ,Verb-Object
半途而废 ,Verb-Object
振聋发聩 ,Verb-Object
不时之需 ,Verb-Object
精神恍惚 ,Verb-Object
危在旦夕 ,Verb-Object
名存实亡 ,Verb-Object
逆耳之言 ,Verb-Object
同声相应 ,Verb-Object
晴天霹雳 ,Verb-Object
徒劳无益 ,Verb-Object
破罐破摔 ,Verb-Object
郎才女貌 ,Verb-Object
温故知新,Verb-Object
耍嘴皮子 ,Verb-Object
养虎为患 ,Verb-Object
龙争虎斗 ,Verb-Object
沉默寡言 ,Verb-Object
大有可为  ,Verb-Object
池鱼之殃 ,Verb-Object
孜孜不倦 ,Verb-Object
深情厚谊 ,Verb-Object
地老天荒 ,Verb-Object
似水流年 ,Verb-Object
风尘仆仆 ,Verb-Object
做小动作 ,Verb-Object
博大精深  ,Verb-Object
寿比南山 ,Verb-Object
庖丁解牛 ,Verb-Object
心中无数 ,Verb-Object
万籁俱寂 ,Verb-Object
言简意赅 ,Verb-Object
全力以赴  ,Verb-Object
鹤发童颜 ,Verb-Object
戒备森严 ,Verb-Object
自成一格 ,Verb-Object
弄虚作假,Verb-Object
诛心之论 ,Verb-Object
心无旁骛 ,Verb-Object
遥遥领先 ,Verb-Object
尽力而为 ,Verb-Object
九五之尊 ,Verb-Object
四海为家 ,Verb-Object
诚心实意 ,Verb-Object
代人受过 ,Verb-Object
河东狮吼 ,Verb-Object
礼尚往来 ,Verb-Object
杳无音讯 ,Verb-Object
梁上君子 ,Verb-Object
心如止水 ,Verb-Object
群魔乱舞 ,Verb-Object
广袤无垠 ,Verb-Object
不共戴天 ,Verb-Object
束之高阁 ,Verb-Object
趋利避害 ,Verb-Object
情有可原 ,Verb-Object
未雨绸缪,Serial Verb
望梅止渴,Serial Verb
狗尾续貂,Serial Verb
孤注一掷,Serial Verb
打草惊蛇,Serial Verb
学以致用,Serial Verb
画蛇添足,Serial Verb
按兵不动,Serial Verb
掩耳盗铃,Serial Verb
亡羊补牢,Serial Verb
隔靴搔痒,Serial Verb
居安思危,Serial Verb
画龙点睛,Serial Verb
刻舟求剑,Serial Verb
刮目相看,Serial Verb
望风而逃,Serial Verb
沧海一粟,Modifier-Head
对牛弹琴,Modifier-Head
井底之蛙,Modifier-Head
不可思议,Modifier-Head
妄自菲薄,Modifier-Head
明日黄花,Modifier-Head
不耻下问,Modifier-Head
哄堂大笑,Modifier-Head
不正之风,Modifier-Head
豁然开朗,Modifier-Head
当务之急,Modifier-Head
黄粱一梦,Modifier-Head
悬崖勒马,Modifier-Head
东山再起,Modifier-Head
千军万马 ,Modifier-Head
见死不救 ,Modifier-Head
单刀赴会 ,Modifier-Head
人非圣贤 ,Modifier-Head
必争之地 ,Modifier-Head
半斤八两 ,Modifier-Head
略见一斑 ,Modifier-Head
如花似玉 ,Modifier-Head
手眼通天 ,Modifier-Head
一望无际 ,Modifier-Head
阳奉阴违 ,Modifier-Head
因地制宜  ,Modifier-Head
拈轻怕重 ,Modifier-Head
奔波劳碌 ,Modifier-Head
不打自招 ,Modifier-Head
难如登天 ,Modifier-Head
出水芙蓉 ,Modifier-Head
从恶如崩 ,Modifier-Head
脚不沾地 ,Modifier-Head
命在旦夕 ,Modifier-Head
不屑一顾 ,Modifier-Head
冰天雪地 ,Modifier-Head
厉行节约  ,Modifier-Head
口诛笔伐 ,Modifier-Head
垂帘听政 ,Modifier-Head
倾囊相助 ,Modifier-Head
事出有因 ,Modifier-Head
随波逐流 ,Modifier-Head
图文并茂  ,Modifier-Head
痛心疾首,Modifier-Head
眼明手快 ,Modifier-Head
种瓜得瓜 ,Modifier-Head
茶余饭后 ,Modifier-Head
言归正传 ,Modifier-Head
不负众望 ,Modifier-Head
长久之计 ,Modifier-Head
杀人越货 ,Modifier-Head
学富五车 ,Modifier-Head
君子协定 ,Modifier-Head
一概而论 ,Modifier-Head
大显神通 ,Modifier-Head
精卫填海 ,Modifier-Head
不由分说 ,Modifier-Head
廉洁奉公 ,Modifier-Head
老气横秋 ,Modifier-Head
饶有兴味 ,Modifier-Head
任重道远  ,Modifier-Head
排除异己 ,Modifier-Head
有口难辩 ,Modifier-Head
落地生根  ,Modifier-Head
时过境迁 ,Modifier-Head
讳莫如深 ,Modifier-Head
定国安邦 ,Modifier-Head
悔恨交加 ,Modifier-Head
长篇累牍 ,Modifier-Head
瞒天过海 ,Modifier-Head
南辕北辙,Modifier-Head
变化无穷 ,Modifier-Head
相生相克 ,Modifier-Head
分文未取 ,Modifier-Head
忍辱负重,Modifier-Head
人不犯我 ,Modifier-Head
义愤填膺 ,Modifier-Head
没日没夜 ,Modifier-Head
以身殉国 ,Modifier-Head
三人成虎 ,Modifier-Head
若无其事 ,Modifier-Head
金风送爽 ,Modifier-Head
鹤立鸡群,Subject-Predicate
百川归海,Subject-Predicate
高朋满座,Subject-Predicate
八仙过海,Subject-Predicate
精卫填海,Subject-Predicate
气宇轩昂,Subject-Predicate
答非所问,Subject-Predicate
东施效颦,Subject-Predicate
鹏程万里,Subject-Predicate
情深似海,Subject-Predicate
茅塞顿开,Subject-Predicate
风云变幻,Subject-Predicate
各抒己见,Subject-Predicate
各显神通,Subject-Predicate
下落不明,Subject-Predicate
人琴俱亡,Subject-Predicate
名落孙山,Subject-Predicate
灯火辉煌,Subject-Predicate
欢声雷动,Subject-Predicate
普天同庆,Subject-Predicate
狐假虎威,Subject-Predicate
铁杵成针,Subject-Predicate
气象万千,Subject-Predicate
两情相悦,Subject-Predicate
马不停蹄,Subject-Predicate
百花齐放,Subject-Predicate
哀鸿遍野,Subject-Predicate
归心似箭,Subject-Predicate
爱民如子,Subject-Predicate
目不斜视,Subject-Predicate
爱莫能助,Subject-Predicate
八面玲珑,Subject-Predicate
民生凋敝 ,Subject-Predicate
瞬息万变 ,Subject-Predicate
心照不宣 ,Subject-Predicate
难分难解 ,Subject-Predicate
报仇雪恨 ,Subject-Predicate
千辛万苦 ,Subject-Predicate
鲜为人知  ,Subject-Predicate
挂一漏万,Subject-Predicate
死皮赖脸 ,Subject-Predicate
筋疲力尽 ,Subject-Predicate
志在四方 ,Subject-Predicate
抱头痛哭 ,Subject-Predicate
鼠目寸光 ,Subject-Predicate
刻苦耐劳 ,Subject-Predicate
文弱书生 ,Subject-Predicate
棒打鸳鸯 ,Subject-Predicate
孜孜以求 ,Subject-Predicate
稳扎稳打 ,Subject-Predicate
骇人听闻 ,Subject-Predicate
光阴似箭 ,Subject-Predicate
重峦叠嶂 ,Subject-Predicate
顺手牵羊 ,Subject-Predicate
有所作为  ,Subject-Predicate
无所作为 ,Subject-Predicate
分化瓦解 ,Subject-Predicate
步调一致 ,Subject-Predicate
根深蒂固  ,Subject-Predicate
头破血流 ,Subject-Predicate
暴露目标 ,Subject-Predicate
傲慢无礼 ,Subject-Predicate
精兵强将 ,Subject-Predicate
悲痛欲绝 ,Subject-Predicate
缘木求鱼 ,Subject-Predicate
至亲好友 ,Subject-Predicate
年富力强 ,Subject-Predicate
人尽其才 ,Subject-Predicate
江山如画 ,Subject-Predicate
照猫画虎 ,Subject-Predicate
文山会海 ,Subject-Predicate
针头线脑 ,Subject-Predicate
大模大样 ,Subject-Predicate
漫天要价 ,Subject-Predicate
永志不忘 ,Subject-Predicate
出乎意外 ,Subject-Predicate
东山再起 ,Subject-Predicate
灵机一动 ,Subject-Predicate
条分缕析,Subject-Predicate
脱颖而出  ,Subject-Predicate
口口声声 ,Subject-Predicate
天造地设 ,Subject-Predicate
久负盛名 ,Subject-Predicate
临阵退缩 ,Subject-Predicate
分进合击 ,Subject-Predicate
水火无情 ,Subject-Predicate
尽如人意  ,Subject-Predicate
傲慢无礼,Subject-Predicate
没头没脑 ,Subject-Predicate
过意不去 ,Subject-Predicate
不动声色 ,Subject-Predicate
同甘共苦 ,Subject-Predicate
两小无猜 ,Subject-Predicate
人无远虑 ,Subject-Predicate
雄才大略 ,Subject-Predicate
隐姓埋名 ,Subject-Predicate
心慌意乱 ,Subject-Predicate
流年不利 ,Subject-Predicate
井井有条 ,Subject-Predicate
危言耸听 ,Subject-Predicate
礼崩乐坏 ,Subject-Predicate
箭在弦上 ,Subject-Predicate
平安无事 ,Subject-Predicate
人而无信 ,Subject-Predicate
不在话下 ,Subject-Predicate
财大气粗 ,Subject-Predicate
不可逾越 ,Subject-Predicate
破除迷信 ,Subject-Predicate
倾国倾城 ,Subject-Predicate
急功近利  ,Subject-Predicate
满天星斗 ,Subject-Predicate
势在必行  ,Subject-Predicate
与世隔绝 ,Subject-Predicate
英雄豪杰 ,Subject-Predicate
报效祖国 ,Subject-Predicate
相貌堂堂 ,Subject-Predicate
胼手胝足 ,Subject-Predicate
天马行空 ,Subject-Predicate
舐犊情深 ,Subject-Predicate
化整为零 ,Subject-Predicate
玉石俱焚 ,Subject-Predicate
修齐治平 ,Subject-Predicate
好人难做 ,Subject-Predicate
另起炉灶 ,Subject-Predicate
一决雌雄 ,Subject-Predicate
不越雷池 ,Subject-Predicate
半信半疑 ,Subject-Predicate
才貌双全 ,Subject-Predicate
独揽大权 ,Subject-Predicate
穷奢极欲 ,Subject-Predicate
门可罗雀 ,Subject-Predicate
罪责难逃 ,Subject-Predicate
死里逃生 ,Subject-Predicate
一哄而上 ,Subject-Predicate
争奇斗艳 ,Subject-Predicate
挂免战牌 ,Subject-Predicate
一张一弛 ,Subject-Predicate
鹦鹉学舌 ,Subject-Predicate
五洲四海 ,Subject-Predicate
恶性循环  ,Subject-Predicate
保家卫国 ,Subject-Predicate
千叮万嘱 ,Subject-Predicate
东拼西凑 ,Subject-Predicate
草船借箭 ,Subject-Predicate
正经八百 ,Subject-Predicate
灭顶之灾 ,Subject-Predicate
反躬自问 ,Subject-Predicate
利害得失 ,Subject-Predicate
杳无音信 ,Subject-Predicate
炉火纯青 ,Subject-Predicate
玩忽职守  ,Subject-Predicate
以人为镜 ,Subject-Predicate
一来二去 ,Subject-Predicate
轻装前进 ,Subject-Predicate
无理取闹 ,Subject-Predicate
中饱私囊 ,Subject-Predicate
奋发向上 ,Subject-Predicate
对症下药  ,Subject-Predicate
评头品足 ,Subject-Predicate
穷山恶水,Subject-Predicate
遗臭万年 ,Subject-Predicate
燃眉之急  ,Subject-Predicate
名闻天下 ,Subject-Predicate
天下无敌 ,Subject-Predicate
逼良为娼 ,Subject-Predicate
自以为是 ,Subject-Predicate
出人意表 ,Subject-Predicate
无忧无虑 ,Subject-Predicate
一命呜呼 ,Subject-Predicate
流水不腐 ,Subject-Predicate
谨言慎行 ,Subject-Predicate
零打碎敲 ,Subject-Predicate
怒气冲天 ,Subject-Predicate
忐忑不安 ,Subject-Predicate
起死回生 ,Subject-Predicate
风流潇洒,Subject-Predicate
以身报国 ,Subject-Predicate
积土成山 ,Subject-Predicate
成也萧何 ,Subject-Predicate
混为一谈 ,Subject-Predicate
不速之客 ,Subject-Predicate
至高无上 ,Subject-Predicate
不以规矩 ,Subject-Predicate
愤愤不平 ,Subject-Predicate
蓬蓬勃勃 ,Subject-Predicate
大智若愚 ,Subject-Predicate
心猿意马 ,Subject-Predicate
天理不容 ,Subject-Predicate
功成名就,Subject-Predicate
从善如登 ,Subject-Predicate
女娲补天 ,Subject-Predicate
开疆辟土 ,Subject-Predicate
万夫莫开 ,Subject-Predicate
不拘一格 ,Subject-Predicate
扬长避短,Subject-Predicate
因人制宜 ,Subject-Predicate
翻天覆地,Subject-Predicate
未卜先知 ,Subject-Predicate
断绝往来 ,Subject-Predicate
淡泊明志 ,Subject-Predicate
手舞足蹈 ,Subject-Predicate
目光炯炯 ,Subject-Predicate
带头作用 ,Subject-Predicate
一马当先 ,Subject-Predicate
三寸金莲 ,Subject-Predicate
伯乐相马 ,Subject-Predicate
穷山恶水 ,Subject-Predicate
动荡不定 ,Subject-Predicate
生死之交 ,Subject-Predicate
不屈不挠 ,Subject-Predicate
半丝半缕 ,Subject-Predicate
活灵活现 ,Subject-Predicate
后来居上 ,Subject-Predicate
一夫当关 ,Subject-Predicate
独立自主  ,Subject-Predicate
南郭先生 ,Subject-Predicate
男大当婚 ,Subject-Predicate
兵贵神速 ,Subject-Predicate
举足轻重  ,Subject-Predicate
烟消云散 ,Subject-Predicate
锦绣河山 ,Subject-Predicate
横七竖八 ,Subject-Predicate
轻车简从 ,Subject-Predicate
引人入胜 ,Subject-Predicate
今不如昔 ,Subject-Predicate
渐入佳境 ,Subject-Predicate
丰富多彩  ,Subject-Predicate
有胆有识 ,Subject-Predicate
网开一面 ,Subject-Predicate
胆战心惊 ,Subject-Predicate
笔走龙蛇 ,Subject-Predicate
悔罪自新 ,Subject-Predicate
出谋划策  ,Subject-Predicate
打破常规 ,Subject-Predicate
毫不利己 ,Subject-Predicate
避而不谈 ,Subject-Predicate
一团漆黑 ,Subject-Predicate
洋洋洒洒 ,Subject-Predicate
一息尚存 ,Subject-Predicate
黯然失色 ,Subject-Predicate
心服口服 ,Subject-Predicate
败絮其中 ,Subject-Predicate
局促不安 ,Subject-Predicate
三缄其口 ,Subject-Predicate
严惩不贷 ,Subject-Predicate
一塌糊涂 ,Subject-Predicate
格杀勿论 ,Subject-Predicate
是非分明 ,Subject-Predicate
贪生怕死 ,Subject-Predicate
三天两头 ,Subject-Predicate
从谏如流 ,Subject-Predicate
数以万计  ,Subject-Predicate
同心合力 ,Subject-Predicate
毛遂自荐 ,Subject-Predicate
公平交易 ,Subject-Predicate
风卷残云 ,Subject-Predicate
心腹之患 ,Subject-Predicate
偷偷摸摸 ,Subject-Predicate
因噎废食 ,Subject-Predicate
色胆包天 ,Subject-Predicate
冠冕堂皇 ,Subject-Predicate
半真半假 ,Subject-Predicate
移风易俗 ,Subject-Predicate
志得意满 ,Subject-Predicate
风雨不改 ,Subject-Predicate
跳梁小丑 ,Subject-Predicate
鸣锣开道 ,Subject-Predicate
惊心动魄  ,Subject-Predicate
居高临下 ,Subject-Predicate
从容应对 ,Subject-Predicate
一落千丈 ,Subject-Predicate
咫尺天涯 ,Subject-Predicate
闻名遐迩 ,Subject-Predicate
并驾齐驱 ,Subject-Predicate
说来话长 ,Subject-Predicate
变动不居 ,Subject-Predicate
安家立业 ,Subject-Predicate
自视甚高 ,Subject-Predicate
仙风道骨 ,Subject-Predicate
仁者乐山 ,Subject-Predicate
无孔不入 ,Subject-Predicate
憨态可掬 ,Subject-Predicate
攻无不克 ,Subject-Predicate
冒名顶替 ,Subject-Predicate
不寒而栗 ,Subject-Predicate
金玉良言 ,Subject-Predicate
实事求是  ,Subject-Predicate
眉头一皱 ,Subject-Predicate
黄粱一梦 ,Subject-Predicate
不祥之兆 ,Subject-Predicate
急于求成 ,Subject-Predicate
爬山涉水 ,Subject-Predicate
一星半点 ,Subject-Predicate
风韵犹存 ,Subject-Predicate
同床共枕 ,Subject-Predicate
苦难深重 ,Subject-Predicate
敢作敢当 ,Subject-Predicate
望子成龙 ,Subject-Predicate
水来土掩 ,Subject-Predicate
由来已久  ,Subject-Predicate
人各有志 ,Subject-Predicate
蔚成风气 ,Subject-Predicate
可有可无 ,Subject-Predicate
好勇斗狠 ,Subject-Predicate
仇深似海 ,Subject-Predicate
各显神通 ,Subject-Predicate
分道扬镳 ,Subject-Predicate
顾全大局 ,Subject-Predicate
看破红尘 ,Subject-Predicate
百思不解 ,Subject-Predicate
林林总总 ,Subject-Predicate
以卵击石 ,Subject-Predicate
痛心疾首 ,Subject-Predicate
闻风而至 ,Subject-Predicate
一定之规 ,Subject-Predicate
口服心服 ,Subject-Predicate
成年累月 ,Subject-Predicate
狼烟四起 ,Subject-Predicate
志在千里 ,Subject-Predicate
千奇百怪 ,Subject-Predicate
心怀忐忑 ,Subject-Predicate
文武兼备 ,Subject-Predicate
改过自新 ,Subject-Predicate
难以预料 ,Subject-Predicate
自卖自夸 ,Subject-Predicate
大显身手 ,Subject-Predicate
张灯结彩 ,Subject-Predicate
风雨如晦 ,Subject-Predicate
唯利是图 ,Subject-Predicate
朗朗上口 ,Subject-Predicate
涸泽而渔 ,Subject-Predicate
泼妇骂街 ,Subject-Predicate
首当其冲  ,Subject-Predicate
手到病除 ,Subject-Predicate
早知今日 ,Subject-Predicate
安身立命 ,Subject-Predicate
釜底抽薪 ,Subject-Predicate
丧心病狂 ,Subject-Predicate
没完没了 ,Subject-Predicate
不义之财 ,Subject-Predicate
坐失良机 ,Subject-Predicate
心乱如麻 ,Subject-Predicate
束手就擒 ,Subject-Predicate
殊途同归 ,Subject-Predicate
又红又专 ,Subject-Predicate
青出于蓝 ,Subject-Predicate
心想事成,Subject-Predicate
土豪劣绅 ,Subject-Predicate
不容置疑 ,Subject-Predicate
自不量力 ,Subject-Predicate
惟利是图 ,Subject-Predicate
钻木取火 ,Subject-Predicate
不亦乐乎  ,Subject-Predicate
在所不辞 ,Subject-Predicate
潸然泪下 ,Subject-Predicate
逐鹿中原 ,Subject-Predicate
约法三章 ,Subject-Predicate
愁云惨雾 ,Subject-Predicate
